Id,Name,Age,Height,Weight,Nationality,Injured,Team,Position,Games,Minutes,Accuracy_Passes,Key_Passes,Total_Passes,Shots_On,Shots_Total,Dribbles_Attempts,Dribbles_Past,Dribbles_Success,Fouls_Drawn,Fouls_Committed,Tackled_Block,Tackled_Intercept,Tackled_Total,Duels_Won,Duels_Total,Goals_Assist,Goals_Total,Goals_Conceded,Goals_Saves,Photo,Logo_Team,Rating,Yellow_Cards,Red_Cards,Yellow_Red_Cards,Captain
46742,Daniel José Rodríguez Vázquez,34.0,178 cm,71 kg,Spain,False,Mallorca,Midfielder,32.0,2706.0,20.0,36.0,822.0,8.0,20.0,94.0,,59.0,63.0,60.0,3.0,19.0,47.0,204.0,451.0,3.0,3.0,0.0,,https://media.api-sports.io/football/players/46742.png,https://media.api-sports.io/football/teams/798.png,6.751612,7.0,0.0,0.0,False
46751,Abdón Prats Bastidas,30.0,181 cm,81 kg,Spain,False,Mallorca,Attacker,20.0,537.0,5.0,8.0,127.0,4.0,12.0,10.0,,7.0,11.0,6.0,,1.0,1.0,41.0,98.0,,2.0,0.0,,https://media.api-sports.io/football/players/46751.png,https://media.api-sports.io/football/teams/798.png,6.666666,4.0,0.0,0.0,False
46968,Óscar Gil,24.0,173 cm,,Spain,False,Espanyol,Defender,22.0,1698.0,21.0,16.0,528.0,1.0,5.0,25.0,,13.0,23.0,35.0,8.0,19.0,50.0,92.0,190.0,2.0,0.0,0.0,,https://media.api-sports.io/football/players/46968.png,https://media.api-sports.io/football/teams/540.png,6.790476,7.0,0.0,0.0,False
47266,Ángel Luis Rodríguez Díaz,35.0,172 cm,68 kg,Spain,False,Mallorca,Attacker,25.0,1316.0,6.0,11.0,203.0,9.0,19.0,17.0,,11.0,20.0,27.0,1.0,3.0,13.0,57.0,145.0,2.0,3.0,0.0,,https://media.api-sports.io/football/players/47266.png,https://media.api-sports.io/football/teams/798.png,6.633333,4.0,0.0,0.0,False
47327,Diego López,41.0,196 cm,89 kg,Spain,False,Espanyol,Goalkeeper,32.0,2819.0,18.0,1.0,807.0,,,,,,5.0,,,1.0,,13.0,14.0,,0.0,40.0,89.0,https://media.api-sports.io/football/players/47327.png,https://media.api-sports.io/football/teams/540.png,6.922580,4.0,0.0,0.0,False
47329,Adrià Pedrosa,24.0,176 cm,69 kg,Spain,False,Espanyol,Defender,31.0,2723.0,23.0,23.0,914.0,7.0,18.0,79.0,,47.0,42.0,17.0,7.0,25.0,57.0,163.0,290.0,1.0,1.0,0.0,,https://media.api-sports.io/football/players/47329.png,https://media.api-sports.io/football/teams/540.png,6.723333,8.0,0.0,0.0,False
47334,David López Silva,33.0,183 cm,81 kg,Spain,False,Espanyol,Defender,15.0,524.0,17.0,2.0,282.0,2.0,3.0,2.0,,2.0,5.0,7.0,6.0,6.0,17.0,39.0,67.0,,0.0,0.0,,https://media.api-sports.io/football/players/47334.png,https://media.api-sports.io/football/teams/540.png,6.666666,1.0,0.0,0.0,False
47449,Oier Olazábal Paredes,33.0,190 cm,86 kg,Spain,False,Espanyol,Goalkeeper,2.0,134.0,9.0,,38.0,,,,,,,,,,,1.0,1.0,,0.0,1.0,8.0,https://media.api-sports.io/football/players/47449.png,https://media.api-sports.io/football/teams/540.png,7.000000,0.0,0.0,0.0,False
47478,Fernando Calero,27.0,183 cm,71 kg,Spain,False,Espanyol,Defender,13.0,925.0,33.0,2.0,511.0,,1.0,4.0,,4.0,6.0,7.0,2.0,11.0,12.0,37.0,66.0,,0.0,0.0,,https://media.api-sports.io/football/players/47478.png,https://media.api-sports.io/football/teams/540.png,6.700000,3.0,0.0,0.0,False
104793,A. Ndiaye,26.0,173 cm,70 kg,Senegal,False,Mallorca,Attacker,19.0,883.0,8.0,6.0,191.0,4.0,8.0,31.0,,15.0,18.0,19.0,,7.0,21.0,59.0,143.0,1.0,0.0,0.0,,https://media.api-sports.io/football/players/104793.png,https://media.api-sports.io/football/teams/798.png,6.484210,5.0,0.0,0.0,False
107194,Antonio Sánchez,25.0,179 cm,78 kg,Spain,False,Mallorca,Midfielder,25.0,1377.0,17.0,9.0,538.0,4.0,10.0,25.0,,14.0,22.0,34.0,2.0,26.0,45.0,91.0,182.0,,1.0,0.0,,https://media.api-sports.io/football/players/107194.png,https://media.api-sports.io/football/teams/798.png,6.650000,2.0,1.0,0.0,False
182718,Joan García,21.0,,,Spain,False,Espanyol,Goalkeeper,2.0,107.0,9.0,,25.0,,,,,,,,,1.0,,,,,0.0,2.0,,https://media.api-sports.io/football/players/182718.png,https://media.api-sports.io/football/teams/540.png,4.750000,0.0,0.0,0.0,False
184277,Fer Niño,22.0,,,Spain,False,Mallorca,Attacker,23.0,877.0,7.0,8.0,206.0,13.0,19.0,13.0,,7.0,18.0,16.0,2.0,2.0,10.0,79.0,170.0,,2.0,0.0,,https://media.api-sports.io/football/players/184277.png,https://media.api-sports.io/football/teams/798.png,6.680000,2.0,0.0,0.0,False
185890,T. Giaquinto,22.0,,,Argentina,False,Mallorca,Midfielder,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/185890.png,https://media.api-sports.io/football/teams/798.png,,0.0,0.0,0.0,False
188617,Pablo Gálvez,21.0,,,Spain,False,Mallorca,Attacker,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/188617.png,https://media.api-sports.io/football/teams/798.png,,0.0,0.0,0.0,False
203014,M. Hoppe,21.0,,,USA,False,Mallorca,Attacker,5.0,129.0,4.0,3.0,34.0,,1.0,3.0,,,1.0,4.0,,,1.0,4.0,28.0,1.0,0.0,0.0,,https://media.api-sports.io/football/players/203014.png,https://media.api-sports.io/football/teams/798.png,6.375000,0.0,0.0,0.0,False
293604,Javier Llabrés,20.0,,,Spain,False,Mallorca,Attacker,4.0,124.0,12.0,3.0,43.0,2.0,2.0,5.0,,4.0,,,,,,5.0,8.0,,0.0,0.0,,https://media.api-sports.io/football/players/293604.png,https://media.api-sports.io/football/teams/798.png,6.666666,0.0,0.0,0.0,False
937,Rubén Sobrino Pozuelo,30.0,185 cm,73 kg,Spain,False,Cadiz,Attacker,29.0,1582.0,10.0,12.0,399.0,7.0,21.0,49.0,,27.0,29.0,38.0,1.0,20.0,21.0,110.0,270.0,1.0,2.0,0.0,,https://media.api-sports.io/football/players/937.png,https://media.api-sports.io/football/teams/724.png,6.607142,3.0,0.0,0.0,False
2723,O. Idrissi,26.0,175 cm,78 kg,Morocco,False,Cadiz,Attacker,8.0,589.0,22.0,14.0,217.0,5.0,9.0,25.0,,16.0,2.0,5.0,,2.0,5.0,23.0,62.0,1.0,1.0,0.0,,https://media.api-sports.io/football/players/2723.png,https://media.api-sports.io/football/teams/724.png,6.975000,2.0,0.0,0.0,False
11471,T. Alarcón,23.0,174 cm,68 kg,Chile,False,Cadiz,Midfielder,20.0,1333.0,17.0,15.0,440.0,1.0,12.0,8.0,,4.0,7.0,17.0,7.0,27.0,29.0,55.0,117.0,1.0,0.0,0.0,,https://media.api-sports.io/football/players/11471.png,https://media.api-sports.io/football/teams/724.png,6.821052,5.0,0.0,0.0,False
18833,Lucas Pérez Martínez,34.0,180 cm,82 kg,Spain,False,Cadiz,Attacker,11.0,714.0,15.0,13.0,203.0,5.0,9.0,11.0,,4.0,6.0,4.0,1.0,,3.0,14.0,49.0,1.0,3.0,0.0,,https://media.api-sports.io/football/players/18833.png,https://media.api-sports.io/football/teams/724.png,6.781818,1.0,0.0,0.0,False
18978,Florin Andone,29.0,180 cm,78 kg,Romania,False,Cadiz,Attacker,5.0,173.0,5.0,2.0,31.0,1.0,2.0,,,,2.0,3.0,,,1.0,10.0,26.0,,0.0,0.0,,https://media.api-sports.io/football/players/18978.png,https://media.api-sports.io/football/teams/724.png,6.450000,1.0,0.0,0.0,False
19112,Kiko Casilla,36.0,190 cm,86 kg,Spain,False,Elche,Goalkeeper,12.0,1080.0,17.0,1.0,345.0,,,,,,1.0,,,1.0,,5.0,6.0,,0.0,15.0,39.0,https://media.api-sports.io/football/players/19112.png,https://media.api-sports.io/football/teams/797.png,6.941666,3.0,0.0,0.0,False
46691,Fede,25.0,174 cm,68 kg,Spain,False,Cadiz,Midfielder,12.0,836.0,23.0,3.0,347.0,,,2.0,,,10.0,26.0,,8.0,16.0,37.0,80.0,,0.0,0.0,,https://media.api-sports.io/football/players/46691.png,https://media.api-sports.io/football/teams/724.png,6.741666,3.0,0.0,0.0,False
46769,Alejandro Fernández Iglesias,30.0,182 cm,72 kg,Spain,False,Cadiz,Midfielder,28.0,1707.0,22.0,17.0,771.0,7.0,11.0,20.0,,7.0,20.0,12.0,6.0,24.0,43.0,85.0,190.0,1.0,3.0,0.0,,https://media.api-sports.io/football/players/46769.png,https://media.api-sports.io/football/teams/724.png,6.770370,2.0,0.0,0.0,False
46772,José María Martín-Bejarano Serrano,35.0,180 cm,69 kg,Spain,False,Cadiz,Midfielder,7.0,223.0,13.0,1.0,120.0,2.0,3.0,,,,3.0,5.0,,3.0,9.0,15.0,24.0,,0.0,0.0,,https://media.api-sports.io/football/players/46772.png,https://media.api-sports.io/football/teams/724.png,6.714285,1.0,0.0,1.0,False
46775,Salvi,31.0,175 cm,64 kg,Spain,False,Cadiz,Midfielder,22.0,1394.0,8.0,8.0,277.0,8.0,14.0,16.0,,9.0,16.0,9.0,2.0,6.0,19.0,59.0,108.0,1.0,2.0,0.0,,https://media.api-sports.io/football/players/46775.png,https://media.api-sports.io/football/teams/724.png,6.622727,2.0,0.0,1.0,False
46817,Diego González,27.0,185 cm,83 kg,Spain,False,Elche,Defender,27.0,1698.0,22.0,2.0,665.0,1.0,2.0,1.0,,1.0,3.0,21.0,11.0,19.0,21.0,49.0,102.0,,0.0,0.0,,https://media.api-sports.io/football/players/46817.png,https://media.api-sports.io/football/teams/797.png,6.669565,3.0,1.0,0.0,False
46824,Alejo,27.0,184 cm,73 kg,Spain,False,Cadiz,Midfielder,18.0,965.0,7.0,21.0,193.0,2.0,7.0,36.0,,15.0,27.0,30.0,,8.0,32.0,83.0,186.0,2.0,2.0,0.0,,https://media.api-sports.io/football/players/46824.png,https://media.api-sports.io/football/teams/724.png,6.629411,7.0,0.0,0.0,False
46961,Edgar Badia Guardiola,30.0,180 cm,70 kg,Spain,False,Elche,Goalkeeper,22.0,1980.0,19.0,,607.0,,,,,,1.0,,,,,8.0,9.0,,0.0,28.0,63.0,https://media.api-sports.io/football/players/46961.png,https://media.api-sports.io/football/teams/797.png,6.930000,2.0,0.0,0.0,False
47041,Alberto Perea Correoso,32.0,177 cm,74 kg,Spain,False,Cadiz,Attacker,18.0,772.0,13.0,12.0,311.0,4.0,9.0,53.0,,29.0,20.0,7.0,1.0,9.0,19.0,70.0,142.0,1.0,0.0,0.0,,https://media.api-sports.io/football/players/47041.png,https://media.api-sports.io/football/teams/724.png,6.693750,2.0,0.0,0.0,False
47525,Anthony Rubén Lozano Colón,29.0,185 cm,74 kg,Honduras,False,Cadiz,Attacker,27.0,1622.0,6.0,9.0,246.0,17.0,36.0,54.0,,34.0,35.0,42.0,2.0,2.0,8.0,119.0,299.0,2.0,5.0,0.0,,https://media.api-sports.io/football/players/47525.png,https://media.api-sports.io/football/teams/724.png,6.792592,8.0,0.0,0.0,False
50502,Álvaro Negredo Sánchez,37.0,186 cm,71 kg,Spain,False,Cadiz,Attacker,30.0,1896.0,9.0,17.0,451.0,23.0,45.0,22.0,,12.0,30.0,14.0,4.0,1.0,3.0,144.0,283.0,2.0,6.0,0.0,,https://media.api-sports.io/football/players/50502.png,https://media.api-sports.io/football/teams/724.png,6.968965,2.0,0.0,0.0,False
122888,Lluís Andreu,23.0,189 cm,77 kg,Spain,False,Elche,Goalkeeper,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/122888.png,https://media.api-sports.io/football/teams/797.png,,0.0,0.0,0.0,False
182757,Iván Chapela,23.0,,,Spain,False,Cadiz,Attacker,9.0,398.0,5.0,3.0,57.0,,1.0,5.0,,3.0,8.0,4.0,1.0,4.0,3.0,17.0,33.0,,0.0,0.0,,https://media.api-sports.io/football/players/182757.png,https://media.api-sports.io/football/teams/724.png,6.550000,0.0,0.0,0.0,False
310683,Álvaro Bastida,18.0,170 cm,,Spain,False,Cadiz,Midfielder,6.0,195.0,8.0,,53.0,,,,,,,1.0,,3.0,7.0,8.0,17.0,,0.0,0.0,,https://media.api-sports.io/football/players/310683.png,https://media.api-sports.io/football/teams/724.png,6.600000,1.0,0.0,0.0,False
364416,Jesús,20.0,,,Spain,False,Elche,Goalkeeper,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/364416.png,https://media.api-sports.io/football/teams/797.png,,0.0,0.0,0.0,False
1434,L. Dimata,25.0,185 cm,81 kg,Belgium,False,Espanyol,Attacker,17.0,533.0,4.0,5.0,86.0,,5.0,10.0,,6.0,20.0,13.0,,1.0,2.0,44.0,93.0,,0.0,0.0,,https://media.api-sports.io/football/players/1434.png,https://media.api-sports.io/football/teams/540.png,6.528571,0.0,0.0,0.0,False
1584,Loren Morón,29.0,188 cm,66 kg,Spain,False,Espanyol,Attacker,21.0,550.0,3.0,5.0,85.0,2.0,6.0,7.0,,4.0,15.0,10.0,1.0,2.0,6.0,44.0,105.0,,1.0,0.0,,https://media.api-sports.io/football/players/1584.png,https://media.api-sports.io/football/teams/540.png,6.550000,0.0,0.0,0.0,False
1700,Iván Martín,23.0,178 cm,,Spain,False,Alaves,Midfielder,6.0,165.0,14.0,,48.0,,,2.0,,,1.0,2.0,,1.0,,4.0,13.0,,0.0,0.0,,https://media.api-sports.io/football/players/1700.png,https://media.api-sports.io/football/teams/542.png,6.200000,0.0,0.0,0.0,False
2508,S. Arzamendia,24.0,172 cm,72 kg,Paraguay,False,Cadiz,Defender,14.0,464.0,6.0,1.0,135.0,1.0,5.0,10.0,,3.0,4.0,6.0,,4.0,14.0,33.0,77.0,,1.0,0.0,,https://media.api-sports.io/football/players/2508.png,https://media.api-sports.io/football/teams/724.png,6.514285,2.0,0.0,0.0,False
6492,Jeremías Conan Ledesma,29.0,187 cm,70 kg,Argentina,False,Cadiz,Goalkeeper,34.0,3060.0,13.0,2.0,905.0,1.0,1.0,2.0,,2.0,5.0,2.0,,1.0,3.0,23.0,26.0,,0.0,46.0,104.0,https://media.api-sports.io/football/players/6492.png,https://media.api-sports.io/football/teams/724.png,6.966666,4.0,0.0,0.0,False
46755,David Gil Mohedano,28.0,186 cm,81 kg,Spain,False,Cadiz,Goalkeeper,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/46755.png,https://media.api-sports.io/football/teams/724.png,,0.0,0.0,0.0,False
46759,A. Espino,30.0,172 cm,71 kg,Uruguay,False,Cadiz,Defender,33.0,2970.0,21.0,30.0,1073.0,4.0,17.0,39.0,,21.0,37.0,44.0,9.0,44.0,90.0,188.0,369.0,2.0,2.0,0.0,,https://media.api-sports.io/football/players/46759.png,https://media.api-sports.io/football/teams/724.png,6.812500,6.0,0.0,0.0,False
46818,Luis Hernández Rodríguez,33.0,183 cm,75 kg,Spain,False,Cadiz,Defender,12.0,1005.0,34.0,4.0,507.0,2.0,5.0,,,,3.0,7.0,2.0,7.0,6.0,18.0,40.0,,0.0,0.0,,https://media.api-sports.io/football/players/46818.png,https://media.api-sports.io/football/teams/724.png,6.966666,2.0,0.0,0.0,False
46998,Juan Torres Ruiz,33.0,185 cm,78 kg,Spain,False,Cadiz,Defender,13.0,929.0,16.0,2.0,287.0,,5.0,1.0,,1.0,7.0,11.0,6.0,12.0,9.0,32.0,68.0,,0.0,0.0,,https://media.api-sports.io/football/players/46998.png,https://media.api-sports.io/football/teams/724.png,6.430769,8.0,0.0,1.0,False
47100,Isaac Carcelén,29.0,170 cm,69 kg,Spain,False,Cadiz,Defender,21.0,1417.0,18.0,8.0,483.0,4.0,8.0,22.0,,11.0,20.0,19.0,6.0,32.0,40.0,80.0,162.0,,0.0,0.0,,https://media.api-sports.io/football/players/47100.png,https://media.api-sports.io/football/teams/724.png,6.675000,1.0,0.0,0.0,False
47229,Fali Jiménez,29.0,186 cm,84 kg,Spain,False,Cadiz,Defender,25.0,1581.0,18.0,5.0,551.0,,6.0,1.0,,1.0,10.0,15.0,16.0,22.0,30.0,68.0,122.0,2.0,0.0,0.0,,https://media.api-sports.io/football/players/47229.png,https://media.api-sports.io/football/teams/724.png,6.766666,5.0,0.0,0.0,False
47554,Adri Embarba,30.0,173 cm,66 kg,Spain,False,Espanyol,Attacker,29.0,1900.0,14.0,31.0,530.0,15.0,33.0,71.0,,37.0,37.0,27.0,2.0,17.0,41.0,131.0,292.0,2.0,0.0,0.0,,https://media.api-sports.io/football/players/47554.png,https://media.api-sports.io/football/teams/540.png,6.828571,4.0,0.0,0.0,False
125386,J. Flere,24.0,182 cm,,Argentina,False,Cadiz,Goalkeeper,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/125386.png,https://media.api-sports.io/football/teams/724.png,,0.0,0.0,0.0,False
127426,Pol Lozano,23.0,177 cm,62 kg,Spain,False,Espanyol,Midfielder,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media.api-sports.io/football/players/127426.png,https://media.api-sports.io/football/teams/540.png,,0.0,0.0,0.0,False
162058,Víctor Chust,22.0,182 cm,77 kg,Spain,False,Cadiz,Defender,23.0,1713.0,29.0,,736.0,2.0,5.0,5.0,,4.0,7.0,11.0,8.0,16.0,15.0,52.0,106.0,,0.0,0.0,,https://media.api-sports.io/football/players/162058.png,https://media.api-sports.io/football/teams/724.png,6.722727,2.0,0.0,0.0,False
182219,Álex Baena,21.0,,,Spain,False,Villarreal,Midfielder,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media.api-sports.io/football/players/182219.png,https://media.api-sports.io/football/teams/533.png,,0.0,0.0,0.0,False
182674,Jofre Carreras,21.0,,,Spain,False,Espanyol,Attacker,2.0,14.0,3.0,2.0,3.0,,,1.0,,,4.0,,,,1.0,5.0,6.0,1.0,0.0,0.0,,https://media.api-sports.io/football/players/182674.png,https://media.api-sports.io/football/teams/540.png,7.400000,0.0,0.0,0.0,False
185810,Raúl Parra,23.0,,,Spain,False,Cadiz,Defender,2.0,88.0,7.0,,25.0,,,1.0,,,1.0,,,,2.0,3.0,6.0,,0.0,0.0,,https://media.api-sports.io/football/players/185810.png,https://media.api-sports.io/football/teams/724.png,6.350000,0.0,0.0,0.0,False
286606,Max Svensson,21.0,,,Spain,False,Espanyol,Attacker,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media.api-sports.io/football/players/286606.png,https://media.api-sports.io/football/teams/540.png,,0.0,0.0,0.0,False
337963,Victor Aznar,20.0,189 cm,,Spain,False,Cadiz,Goalkeeper,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media.api-sports.io/football/players/337963.png,https://media.api-sports.io/football/teams/724.png,,0.0,0.0,0.0,False
937,Rubén Sobrino Pozuelo,30.0,185 cm,73 kg,Spain,False,Cadiz,Attacker,29.0,1582.0,10.0,12.0,399.0,7.0,21.0,49.0,,27.0,29.0,38.0,1.0,20.0,21.0,110.0,270.0,1.0,2.0,0.0,,https://media.api-sports.io/football/players/937.png,https://media.api-sports.io/football/teams/724.png,6.607142,3.0,0.0,0.0,False
2723,O. Idrissi,26.0,175 cm,78 kg,Morocco,False,Cadiz,Attacker,8.0,589.0,22.0,14.0,217.0,5.0,9.0,25.0,,16.0,2.0,5.0,,2.0,5.0,23.0,62.0,1.0,1.0,0.0,,https://media.api-sports.io/football/players/2723.png,https://media.api-sports.io/football/teams/724.png,6.975000,2.0,0.0,0.0,False
11471,T. Alarcón,23.0,174 cm,68 kg,Chile,False,Cadiz,Midfielder,20.0,1333.0,17.0,15.0,440.0,1.0,12.0,8.0,,4.0,7.0,17.0,7.0,27.0,29.0,55.0,117.0,1.0,0.0,0.0,,https://media.api-sports.io/football/players/11471.png,https://media.api-sports.io/football/teams/724.png,6.821052,5.0,0.0,0.0,False
18833,Lucas Pérez Martínez,34.0,180 cm,82 kg,Spain,False,Cadiz,Attacker,11.0,714.0,15.0,13.0,203.0,5.0,9.0,11.0,,4.0,6.0,4.0,1.0,,3.0,14.0,49.0,1.0,3.0,0.0,,https://media.api-sports.io/football/players/18833.png,https://media.api-sports.io/football/teams/724.png,6.781818,1.0,0.0,0.0,False
18978,Florin Andone,29.0,180 cm,78 kg,Romania,False,Cadiz,Attacker,5.0,173.0,5.0,2.0,31.0,1.0,2.0,,,,2.0,3.0,,,1.0,10.0,26.0,,0.0,0.0,,https://media.api-sports.io/football/players/18978.png,https://media.api-sports.io/football/teams/724.png,6.450000,1.0,0.0,0.0,False
19112,Kiko Casilla,36.0,190 cm,86 kg,Spain,False,Elche,Goalkeeper,12.0,1080.0,17.0,1.0,345.0,,,,,,1.0,,,1.0,,5.0,6.0,,0.0,15.0,39.0,https://media.api-sports.io/football/players/19112.png,https://media.api-sports.io/football/teams/797.png,6.941666,3.0,0.0,0.0,False
46691,Fede,25.0,174 cm,68 kg,Spain,False,Cadiz,Midfielder,12.0,836.0,23.0,3.0,347.0,,,2.0,,,10.0,26.0,,8.0,16.0,37.0,80.0,,0.0,0.0,,https://media.api-sports.io/football/players/46691.png,https://media.api-sports.io/football/teams/724.png,6.741666,3.0,0.0,0.0,False
46769,Alejandro Fernández Iglesias,30.0,182 cm,72 kg,Spain,False,Cadiz,Midfielder,28.0,1707.0,22.0,17.0,771.0,7.0,11.0,20.0,,7.0,20.0,12.0,6.0,24.0,43.0,85.0,190.0,1.0,3.0,0.0,,https://media.api-sports.io/football/players/46769.png,https://media.api-sports.io/football/teams/724.png,6.770370,2.0,0.0,0.0,False
46772,José María Martín-Bejarano Serrano,35.0,180 cm,69 kg,Spain,False,Cadiz,Midfielder,7.0,223.0,13.0,1.0,120.0,2.0,3.0,,,,3.0,5.0,,3.0,9.0,15.0,24.0,,0.0,0.0,,https://media.api-sports.io/football/players/46772.png,https://media.api-sports.io/football/teams/724.png,6.714285,1.0,0.0,1.0,False
46775,Salvi,31.0,175 cm,64 kg,Spain,False,Cadiz,Midfielder,22.0,1394.0,8.0,8.0,277.0,8.0,14.0,16.0,,9.0,16.0,9.0,2.0,6.0,19.0,59.0,108.0,1.0,2.0,0.0,,https://media.api-sports.io/football/players/46775.png,https://media.api-sports.io/football/teams/724.png,6.622727,2.0,0.0,1.0,False
46824,Alejo,27.0,184 cm,73 kg,Spain,False,Cadiz,Midfielder,18.0,965.0,7.0,21.0,193.0,2.0,7.0,36.0,,15.0,27.0,30.0,,8.0,32.0,83.0,186.0,2.0,2.0,0.0,,https://media.api-sports.io/football/players/46824.png,https://media.api-sports.io/football/teams/724.png,6.629411,7.0,0.0,0.0,False
46961,Edgar Badia Guardiola,30.0,180 cm,70 kg,Spain,False,Elche,Goalkeeper,22.0,1980.0,19.0,,607.0,,,,,,1.0,,,,,8.0,9.0,,0.0,28.0,63.0,https://media.api-sports.io/football/players/46961.png,https://media.api-sports.io/football/teams/797.png,6.930000,2.0,0.0,0.0,False
47041,Alberto Perea Correoso,32.0,177 cm,74 kg,Spain,False,Cadiz,Attacker,18.0,772.0,13.0,12.0,311.0,4.0,9.0,53.0,,29.0,20.0,7.0,1.0,9.0,19.0,70.0,142.0,1.0,0.0,0.0,,https://media.api-sports.io/football/players/47041.png,https://media.api-sports.io/football/teams/724.png,6.693750,2.0,0.0,0.0,False
47485,Rubén Alcaraz,31.0,183 cm,81 kg,Spain,False,Cadiz,Midfielder,11.0,913.0,41.0,11.0,538.0,5.0,15.0,12.0,,7.0,35.0,27.0,1.0,7.0,31.0,94.0,170.0,,2.0,0.0,,https://media.api-sports.io/football/players/47485.png,https://media.api-sports.io/football/teams/724.png,7.172727,5.0,0.0,0.0,False
47525,Anthony Rubén Lozano Colón,29.0,185 cm,74 kg,Honduras,False,Cadiz,Attacker,27.0,1622.0,6.0,9.0,246.0,17.0,36.0,54.0,,34.0,35.0,42.0,2.0,2.0,8.0,119.0,299.0,2.0,5.0,0.0,,https://media.api-sports.io/football/players/47525.png,https://media.api-sports.io/football/teams/724.png,6.792592,8.0,0.0,0.0,False
50009,J. Jønsson,29.0,182 cm,78 kg,Denmark,False,Cadiz,Midfielder,22.0,1314.0,12.0,8.0,321.0,,5.0,9.0,,7.0,7.0,15.0,8.0,31.0,39.0,81.0,130.0,1.0,0.0,0.0,,https://media.api-sports.io/football/players/50009.png,https://media.api-sports.io/football/teams/724.png,6.809523,3.0,0.0,0.0,False
50502,Álvaro Negredo Sánchez,37.0,186 cm,71 kg,Spain,False,Cadiz,Attacker,30.0,1896.0,9.0,17.0,451.0,23.0,45.0,22.0,,12.0,30.0,14.0,4.0,1.0,3.0,144.0,283.0,2.0,6.0,0.0,,https://media.api-sports.io/football/players/50502.png,https://media.api-sports.io/football/teams/724.png,6.968965,2.0,0.0,0.0,False
181211,Genar Fornés,22.0,,,Spain,False,Cadiz,Defender,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media.api-sports.io/football/players/181211.png,https://media.api-sports.io/football/teams/724.png,,0.0,0.0,0.0,False
182757,Iván Chapela,23.0,,,Spain,False,Cadiz,Attacker,9.0,398.0,5.0,3.0,57.0,,1.0,5.0,,3.0,8.0,4.0,1.0,4.0,3.0,17.0,33.0,,0.0,0.0,,https://media.api-sports.io/football/players/182757.png,https://media.api-sports.io/football/teams/724.png,6.550000,0.0,0.0,0.0,False
310683,Álvaro Bastida,18.0,170 cm,,Spain,False,Cadiz,Midfielder,6.0,195.0,8.0,,53.0,,,,,,,1.0,,3.0,7.0,8.0,17.0,,0.0,0.0,,https://media.api-sports.io/football/players/310683.png,https://media.api-sports.io/football/teams/724.png,6.600000,1.0,0.0,0.0,False
38,Alberto Rodríguez,25.0,184 cm,72 kg,Spain,False,Alaves,Defender,5.0,237.0,18.0,1.0,86.0,,,,,,4.0,3.0,3.0,1.0,6.0,14.0,23.0,,0.0,0.0,,https://media.api-sports.io/football/players/38.png,https://media.api-sports.io/football/teams/542.png,6.640000,1.0,0.0,0.0,False
135,Jeison Fabián Murillo Cerón,30.0,182 cm,78 kg,Colombia,False,Celta Vigo,Defender,17.0,1084.0,33.0,1.0,604.0,1.0,4.0,3.0,,3.0,11.0,11.0,7.0,18.0,13.0,55.0,103.0,,0.0,0.0,,https://media.api-sports.io/football/players/135.png,https://media.api-sports.io/football/teams/538.png,6.700000,5.0,0.0,0.0,False
570,F. Cervi,28.0,165 cm,67 kg,Argentina,False,Celta Vigo,Midfielder,31.0,1645.0,15.0,10.0,551.0,9.0,18.0,34.0,,17.0,33.0,18.0,2.0,19.0,58.0,121.0,235.0,3.0,3.0,0.0,,https://media.api-sports.io/football/players/570.png,https://media.api-sports.io/football/teams/538.png,6.789655,5.0,0.0,0.0,False
751,Jaume Grau,25.0,182 cm,67 kg,Spain,False,Osasuna,Midfielder,1.0,2.0,2.0,,4.0,,,,,,,,,,1.0,1.0,3.0,,0.0,0.0,,https://media.api-sports.io/football/players/751.png,https://media.api-sports.io/football/teams/727.png,,0.0,0.0,0.0,False
1461,Denis Suárez Fernández,28.0,176 cm,69 kg,Spain,False,Celta Vigo,Midfielder,34.0,2494.0,41.0,35.0,1592.0,6.0,10.0,68.0,,34.0,29.0,37.0,4.0,14.0,52.0,127.0,277.0,4.0,3.0,0.0,,https://media.api-sports.io/football/players/1461.png,https://media.api-sports.io/football/teams/538.png,6.946875,4.0,0.0,0.0,False
